id,admin,cofog,gfsmExpense,programID,type,amount
22677,106002 Aragatsotn Marzpetaran,10.9.2,4.7.5.1,10100000,non-personnel recurrent,0
22678,106002 Aragatsotn Marzpetaran,10.9.2,4.7.5.2,10100000,non-personnel recurrent,0
22679,106002 Aragatsotn Marzpetaran,10.9.2,4.7.5.3,10100000,non-personnel recurrent,0
22680,106002 Aragatsotn Marzpetaran,10.9.2,4.7.5.4,10100000,non-personnel recurrent,0
22681,106003 Ararat Marzpetaran,10.9.2,4.7.2.9,10100000,non-personnel recurrent,0
22682,106003 Ararat Marzpetaran,10.9.2,4.7.5.1,10100000,non-personnel recurrent,0
22683,106003 Ararat Marzpetaran,10.9.2,4.7.5.2,10100000,non-personnel recurrent,0
22684,106003 Ararat Marzpetaran,10.9.2,4.7.5.3,10100000,non-personnel recurrent,0
22685,106003 Ararat Marzpetaran,10.9.2,4.7.5.4,10100000,non-personnel recurrent,0
22686,106004 Armavir Marzpetaran,10.9.2,4.7.2.9,10100000,non-personnel recurrent,0
22687,106004 Armavir Marzpetaran,10.9.2,4.7.5.1,10100000,non-personnel recurrent,0
22688,106004 Armavir Marzpetaran,10.9.2,4.7.5.2,10100000,non-personnel recurrent,0
22689,106004 Armavir Marzpetaran,10.9.2,4.7.5.3,10100000,non-personnel recurrent,0
22690,106004 Armavir Marzpetaran,10.9.2,4.7.5.4,10100000,non-personnel recurrent,0
22691,106005 Gegharkunik Marzpetaran,10.9.2,4.7.2.9,10100000,non-personnel recurrent,0
22692,106005 Gegharkunik Marzpetaran,10.9.2,4.7.5.1,10100000,non-personnel recurrent,0
22693,106005 Gegharkunik Marzpetaran,10.9.2,4.7.5.2,10100000,non-personnel recurrent,0
22694,106005 Gegharkunik Marzpetaran,10.9.2,4.7.5.3,10100000,non-personnel recurrent,0
22695,106005 Gegharkunik Marzpetaran,10.9.2,4.7.5.4,10100000,non-personnel recurrent,0
22696,106006 Lori Marzpetaran,10.9.2,4.7.2.9,10100000,non-personnel recurrent,0
22697,106006 Lori Marzpetaran,10.9.2,4.7.5.1,10100000,non-personnel recurrent,0
22698,106006 Lori Marzpetaran,10.9.2,4.7.5.2,10100000,non-personnel recurrent,0
22699,106006 Lori Marzpetaran,10.9.2,4.7.5.3,10100000,non-personnel recurrent,0
22700,106006 Lori Marzpetaran,10.9.2,4.7.5.4,10100000,non-personnel recurrent,0
22701,106007 Kotayk Marzpetaran,10.9.2,4.7.2.9,10100000,non-personnel recurrent,0
22702,106007 Kotayk Marzpetaran,10.9.2,4.7.5.1,10100000,non-personnel recurrent,0
22703,106007 Kotayk Marzpetaran,10.9.2,4.7.5.2,10100000,non-personnel recurrent,0
22704,106007 Kotayk Marzpetaran,10.9.2,4.7.5.3,10100000,non-personnel recurrent,0
22705,106007 Kotayk Marzpetaran,10.9.2,4.7.5.4,10100000,non-personnel recurrent,0
22706,106008 Shirak Marzpetaran,10.9.2,4.7.2.9,10100000,non-personnel recurrent,0
22707,106008 Shirak Marzpetaran,10.9.2,4.7.5.1,10100000,non-personnel recurrent,0
22708,106008 Shirak Marzpetaran,10.9.2,4.7.5.2,10100000,non-personnel recurrent,0
22709,106008 Shirak Marzpetaran,10.9.2,4.7.5.3,10100000,non-personnel recurrent,0
22710,106008 Shirak Marzpetaran,10.9.2,4.7.5.4,10100000,non-personnel recurrent,0
22711,106009 Syunik Marzpetaran,10.9.2,4.7.2.9,10100000,non-personnel recurrent,0
22712,106009 Syunik Marzpetaran,10.9.2,4.7.5.1,10100000,non-personnel recurrent,0
22713,106009 Syunik Marzpetaran,10.9.2,4.7.5.2,10100000,non-personnel recurrent,0
22714,106009 Syunik Marzpetaran,10.9.2,4.7.5.3,10100000,non-personnel recurrent,0
22715,106009 Syunik Marzpetaran,10.9.2,4.7.5.4,10100000,non-personnel recurrent,0
22716,106010 Vayots dzor Marzpetaran,10.9.2,4.7.2.9,10100000,non-personnel recurrent,0
22717,106010 Vayots dzor Marzpetaran,10.9.2,4.7.5.1,10100000,non-personnel recurrent,0
22718,106010 Vayots dzor Marzpetaran,10.9.2,4.7.5.2,10100000,non-personnel recurrent,0
22719,106010 Vayots dzor Marzpetaran,10.9.2,4.7.5.3,10100000,non-personnel recurrent,0
22720,106010 Vayots dzor Marzpetaran,10.9.2,4.7.5.4,10100000,non-personnel recurrent,0
22721,106011 Tavush Marzpetaran,10.9.2,4.7.2.9,10100000,non-personnel recurrent,0
22722,106011 Tavush Marzpetaran,10.9.2,4.7.5.1,10100000,non-personnel recurrent,0
22723,106011 Tavush Marzpetaran,10.9.2,4.7.5.2,10100000,non-personnel recurrent,0
22724,106011 Tavush Marzpetaran,10.9.2,4.7.5.3,10100000,non-personnel recurrent,0
22725,106011 Tavush Marzpetaran,10.9.2,4.7.5.4,10100000,non-personnel recurrent,0
22726,301002 Government of RA,10.9.2,4.7.2.9,10100000,non-personnel recurrent,18000000000
22727,301007 Other bodies,10.9.2,4.7.2.9,10100000,non-personnel recurrent,0
22728,301007 Other bodies,10.9.2,4.7.5.1,10100000,non-personnel recurrent,0
22729,301007 Other bodies,10.9.2,4.7.5.2,10100000,non-personnel recurrent,0
22730,301007 Other bodies,10.9.2,4.7.5.3,10100000,non-personnel recurrent,0
22731,301007 Other bodies,10.9.2,4.7.5.4,10100000,non-personnel recurrent,0
22732,301020 Other bodies,10.9.2,4.7.2.9,10100000,non-personnel recurrent,0
22733,301020 Other bodies,10.9.2,4.7.5.1,10100000,non-personnel recurrent,0
22734,301020 Other bodies,10.9.2,4.7.5.2,10100000,non-personnel recurrent,0
22735,301020 Other bodies,10.9.2,4.7.5.3,10100000,non-personnel recurrent,0
22736,301020 Other bodies,10.9.2,4.7.5.4,10100000,non-personnel recurrent,0
22737,301021 Other bodies,10.9.2,4.7.2.9,10100000,non-personnel recurrent,0
22738,301021 Other bodies,10.9.2,4.7.5.1,10100000,non-personnel recurrent,0
22739,301021 Other bodies,10.9.2,4.7.5.2,10100000,non-personnel recurrent,0
22740,301021 Other bodies,10.9.2,4.7.5.3,10100000,non-personnel recurrent,0
22741,301021 Other bodies,10.9.2,4.7.5.4,10100000,non-personnel recurrent,0
22742,301022 Other bodies,10.9.2,4.7.2.9,10100000,non-personnel recurrent,0
22743,301022 Other bodies,10.9.2,4.7.5.1,10100000,non-personnel recurrent,0
22744,301022 Other bodies,10.9.2,4.7.5.2,10100000,non-personnel recurrent,0
22745,301022 Other bodies,10.9.2,4.7.5.3,10100000,non-personnel recurrent,0
22746,301022 Other bodies,10.9.2,4.7.5.4,10100000,non-personnel recurrent,0
22747,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.2.3.4,10100000,non-personnel recurrent,8136500
22748,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.2.3.4,10100000,non-personnel recurrent,16926600
22749,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.2.4.1,10100000,non-personnel recurrent,20970900
22750,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.2.4.1,10100000,non-personnel recurrent,24870300
22751,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.2.4.1,10100000,non-personnel recurrent,147958400
22752,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.2.4.1,10100000,non-personnel recurrent,15317900
22753,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.2.4.1,10100000,non-personnel recurrent,44764500
22754,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.5.1.1,10100000,non-personnel recurrent,84758000
22755,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.2.4.1,10100000,non-personnel recurrent,9493700
22756,105002 State Social Insurance Service of the Ministry of Labor and Social Affairs of RA,10.9.2,4.2.1.1,10100000,non-personnel recurrent,162152400
22757,105002 State Social Insurance Service of the Ministry of Labor and Social Affairs of RA,10.9.2,4.2.1.4,10100000,non-personnel recurrent,1885824300
22758,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.2.3.4,10100000,non-personnel recurrent,26056000
22759,105002 State Social Insurance Service of the Ministry of Labor and Social Affairs of RA,10.9.2,4.7.2.1,10100000,non-personnel recurrent,2599434400
22760,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.2.1.2,10100000,non-personnel recurrent,596700
22761,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.2.1.4,10100000,non-personnel recurrent,3709300
22762,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.2.2.0,10100000,non-personnel recurrent,10800000
22763,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.2.2.1,10100000,non-personnel recurrent,0
22764,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.2.5.2,10100000,non-personnel recurrent,1121500
22765,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.2.6.1,10100000,non-personnel recurrent,903500
22766,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.2.6.4,10100000,non-personnel recurrent,1869000
22767,105002 State Social Insurance Service of the Ministry of Labor and Social Affairs of RA,10.9.2,4.2.3.2,10100000,non-personnel recurrent,18000000
22768,105002 State Social Insurance Service of the Ministry of Labor and Social Affairs of RA,10.9.2,4.2.3.2,10100000,non-personnel recurrent,36000000
22769,105002 State Social Insurance Service of the Ministry of Labor and Social Affairs of RA,10.9.2,4.2.3.4,10100000,non-personnel recurrent,21600000
22770,105002 State Social Insurance Service of the Ministry of Labor and Social Affairs of RA,10.9.2,4.2.3.4,10100000,non-personnel recurrent,2000000
22771,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.2.4.1,10100000,non-personnel recurrent,5259000
22772,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.2.4.1,10100000,non-personnel recurrent,6858400
22773,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.2.4.1,10100000,non-personnel recurrent,14837600
22774,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.5.2.1,10100000,non-personnel recurrent,6624000
22775,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.2.1.2,10100000,non-personnel recurrent,20400
22776,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.2.1.4,10100000,non-personnel recurrent,813600
22777,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.2.2.0,10100000,non-personnel recurrent,2905000
22778,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.2.2.1,10100000,non-personnel recurrent,0
22779,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.2.5.2,10100000,non-personnel recurrent,657000
22780,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.2.6.1,10100000,non-personnel recurrent,538800
22781,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.2.6.4,10100000,non-personnel recurrent,1593000
22782,105002 State Social Insurance Service of the Ministry of Labor and Social Affairs of RA,10.9.2,4.2.3.2,10100000,non-personnel recurrent,11882700
22783,105021 State Migration Service of the Ministry of Territorial Administration of RA,10.9.2,4.2.3.1,10100000,non-personnel recurrent,1990000
22784,105021 State Migration Service of the Ministry of Territorial Administration of RA,10.9.2,4.2.3.4,10100000,non-personnel recurrent,10000
22785,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.6.3.7,10100000,non-personnel recurrent,0
22786,104016 Ministry of Labor and Social Affairs of RA,10.9.2,4.8.1.9,10100000,non-personnel recurrent,0
22787,101001 Staff of President of RA,11.1.1,5.1.2.1,11000000,capital,0
22788,101002 National Assembly of RA,11.1.1,4.1.1.1,11000000,personnel,0
22789,101002 National Assembly of RA,11.1.1,4.1.3.1,11000000,personnel,0
22790,101002 National Assembly of RA,11.1.1,5.1.2.1,11000000,capital,0
22791,101002 National Assembly of RA,11.1.1,5.1.2.2,11000000,capital,0
22792,101003 RA Government Staff,11.1.1,4.5.1.1,11000000,non-personnel recurrent,0
22793,101003 RA Government Staff,11.1.1,4.6.3.7,11000000,non-personnel recurrent,0
22794,101003 RA Government Staff,11.1.1,4.6.3.9,11000000,non-personnel recurrent,0
22795,101003 RA Government Staff,11.1.1,4.7.2.6,11000000,non-personnel recurrent,0
22796,101003 RA Government Staff,11.1.1,4.8.1.9,11000000,non-personnel recurrent,0
22797,101003 RA Government Staff,11.1.1,5.1.2.1,11000000,capital,0
22798,102001 Constitutional Court of RA,11.1.1,5.1.2.1,11000000,capital,0
22799,103001 Office of Public Prosecutor of RA,11.1.1,4.2.3.5,11000000,non-personnel recurrent,0
22800,104001 Ministry of Territorial Administration of RA,11.1.1,4.6.3.5,11000000,non-personnel recurrent,0
22801,104001 Ministry of Territorial Administration of RA,11.1.1,4.6.3.7,11000000,non-personnel recurrent,0
22802,104001 Ministry of Territorial Administration of RA,11.1.1,4.6.3.9,11000000,non-personnel recurrent,0
22803,104001 Ministry of Territorial Administration of RA,11.1.1,4.6.5.2,11000000,non-personnel recurrent,0
22804,104001 Ministry of Territorial Administration of RA,11.1.1,4.8.6.1,11000000,non-personnel recurrent,0
22805,104002 Ministry of Healthcare of RA,11.1.1,4.6.3.7,11000000,non-personnel recurrent,0
22806,104002 Ministry of Healthcare of RA,11.1.1,4.6.3.9,11000000,non-personnel recurrent,0
22807,104002 Ministry of Healthcare of RA,11.1.1,5.1.1.3,11000000,capital,0
22808,104002 Ministry of Healthcare of RA,11.1.1,5.1.2.1,11000000,capital,0
22809,104002 Ministry of Healthcare of RA,11.1.1,5.1.3.4,11000000,capital,0
22810,104003 Ministry of Justice of RA,11.1.1,4.2.3.2,11000000,non-personnel recurrent,0
22811,104003 Ministry of Justice of RA,11.1.1,4.2.3.5,11000000,non-personnel recurrent,0
22812,104003 Ministry of Justice of RA,11.1.1,4.8.5.1,11000000,non-personnel recurrent,0
22813,104003 Ministry of Justice of RA,11.1.1,5.1.1.2,11000000,capital,0
22814,104004 Ministry of Economy of RA,11.1.1,4.2.3.9,11000000,non-personnel recurrent,0
22815,104004 Ministry of Economy of RA,11.1.1,4.5.1.1,11000000,non-personnel recurrent,0
22816,104004 Ministry of Economy of RA,11.1.1,4.6.3.7,11000000,non-personnel recurrent,0
22817,104005 Ministry of Foreign Affairs of RA,11.1.1,4.2.2.0,11000000,non-personnel recurrent,0
22818,104005 Ministry of Foreign Affairs of RA,11.1.1,4.2.2.2,11000000,non-personnel recurrent,0
22819,104005 Ministry of Foreign Affairs of RA,11.1.1,4.2.3.4,11000000,non-personnel recurrent,0
22820,104005 Ministry of Foreign Affairs of RA,11.1.1,4.6.2.1,11000000,non-personnel recurrent,0
22821,104005 Ministry of Foreign Affairs of RA,11.1.1,4.7.2.6,11000000,non-personnel recurrent,0
22822,104005 Ministry of Foreign Affairs of RA,11.1.1,4.8.6.1,11000000,non-personnel recurrent,0
22823,104005 Ministry of Foreign Affairs of RA,11.1.1,5.1.3.2,11000000,capital,0
22824,104006 Ministry of Nature Protection of RA,11.1.1,4.7.2.9,11000000,non-personnel recurrent,0
22825,104006 Ministry of Nature Protection of RA,11.1.1,5.1.2.1,11000000,capital,0
22826,104007 Ministry of Agriculture of RA,11.1.1,4.5.2.1,11000000,non-personnel recurrent,0
22827,104007 Ministry of Agriculture of RA,11.1.1,4.5.2.2,11000000,non-personnel recurrent,0
22828,104007 Ministry of Agriculture of RA,11.1.1,4.6.3.9,11000000,non-personnel recurrent,0
22829,104007 Ministry of Agriculture of RA,11.1.1,4.8.1.9,11000000,non-personnel recurrent,0
22830,104007 Ministry of Agriculture of RA,11.1.1,5.1.1.3,11000000,capital,0
22831,104007 Ministry of Agriculture of RA,11.1.1,5.1.2.1,11000000,capital,0
22832,104007 Ministry of Agriculture of RA,11.1.1,5.1.3.4,11000000,capital,0
22833,104009 Ministry of Energy and Natural Resources of RA,11.1.1,5.1.2.1,11000000,capital,0
22834,104010 Ministry of Education and Science of RA,11.1.1,4.5.2.1,11000000,non-personnel recurrent,0
22835,104010 Ministry of Education and Science of RA,11.1.1,4.6.3.7,11000000,non-personnel recurrent,0
22836,104010 Ministry of Education and Science of RA,11.1.1,4.6.3.8,11000000,non-personnel recurrent,0
22837,104010 Ministry of Education and Science of RA,11.1.1,4.6.5.5,11000000,non-personnel recurrent,0
22838,104010 Ministry of Education and Science of RA,11.1.1,4.6.5.7,11000000,non-personnel recurrent,0
22839,104010 Ministry of Education and Science of RA,11.1.1,4.7.2.6,11000000,non-personnel recurrent,0
22840,104010 Ministry of Education and Science of RA,11.1.1,4.8.1.9,11000000,non-personnel recurrent,0
22841,104011 Ministry of Culture of RA,11.1.1,4.6.3.7,11000000,non-personnel recurrent,0
22842,104011 Ministry of Culture of RA,11.1.1,4.6.3.9,11000000,non-personnel recurrent,0
22843,104011 Ministry of Culture of RA,11.1.1,4.6.5.5,11000000,non-personnel recurrent,0
22844,104011 Ministry of Culture of RA,11.1.1,4.6.5.7,11000000,non-personnel recurrent,0
22845,104011 Ministry of Culture of RA,11.1.1,4.7.2.6,11000000,non-personnel recurrent,0
22846,104011 Ministry of Culture of RA,11.1.1,4.7.2.9,11000000,non-personnel recurrent,0
22847,104011 Ministry of Culture of RA,11.1.1,4.8.1.9,11000000,non-personnel recurrent,0
22848,104011 Ministry of Culture of RA,11.1.1,5.1.3.4,11000000,capital,0
22849,104013 Ministry of Defense of RA,11.1.1,4.6.3.7,11000000,non-personnel recurrent,0
22850,104013 Ministry of Defense of RA,11.1.1,5.2.1.1,11000000,capital,0
