id,admin,cofog,gfsmExpense,programID,type,amount
19995,104021 Ministry of Finance of RA,1.1.2,4.2.3.2,1010206,non-personnel recurrent,57216000
19996,104021 Ministry of Finance of RA,1.1.2,4.2.3.4,1010206,non-personnel recurrent,252000
19997,104021 Ministry of Finance of RA,1.1.2,4.6.3.9,1010207,non-personnel recurrent,22650792100
19998,104021 Ministry of Finance of RA,1.1.2,5.1.2.2,1010208,capital,14000000
19999,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.2.3.2,1010209,non-personnel recurrent,19500000
20000,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.2.3.4,1010209,non-personnel recurrent,36000000
20001,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.8.6.1,1010209,non-personnel recurrent,1008000000
20002,104021 Ministry of Finance of RA,1.1.2,4.8.6.1,1010210,non-personnel recurrent,5684400
20003,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.1.1.1,1010211,personnel,0
20004,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.1.1.4,1010211,personnel,0
20005,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.1.3.1,1010211,personnel,0
20006,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.2.1.2,1010211,non-personnel recurrent,0
20007,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.2.1.3,1010211,non-personnel recurrent,0
20008,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.2.1.4,1010211,non-personnel recurrent,0
20009,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.2.1.5,1010211,non-personnel recurrent,0
20010,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.2.1.7,1010211,non-personnel recurrent,0
20011,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.2.2.0,1010211,non-personnel recurrent,0
20012,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.2.2.2,1010211,non-personnel recurrent,0
20013,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.2.3.1,1010211,non-personnel recurrent,0
20014,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.2.3.2,1010211,non-personnel recurrent,0
20015,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.2.3.3,1010211,non-personnel recurrent,0
20016,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.2.3.4,1010211,non-personnel recurrent,0
20017,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.2.3.5,1010211,non-personnel recurrent,0
20018,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.2.3.6,1010211,non-personnel recurrent,0
20019,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.2.3.7,1010211,non-personnel recurrent,0
20020,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.2.3.9,1010211,non-personnel recurrent,0
20021,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.2.4.1,1010211,non-personnel recurrent,0
20022,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.2.5.1,1010211,non-personnel recurrent,0
20023,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.2.5.2,1010211,non-personnel recurrent,0
20024,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.2.6.1,1010211,non-personnel recurrent,0
20025,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.2.6.4,1010211,non-personnel recurrent,0
20026,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.2.6.7,1010211,non-personnel recurrent,0
20027,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.2.6.9,1010211,non-personnel recurrent,0
20028,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.8.2.0,1010211,non-personnel recurrent,0
20029,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.8.2.3,1010211,non-personnel recurrent,0
20030,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.8.6.1,1010211,non-personnel recurrent,0
20031,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,5.1.1.1,1010211,capital,0
20032,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,5.1.1.2,1010211,capital,0
20033,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,5.1.1.3,1010211,capital,0
20034,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,5.1.2.1,1010211,capital,0
20035,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,5.1.2.2,1010211,capital,0
20036,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,5.1.2.9,1010211,capital,0
20037,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,5.1.3.4,1010211,capital,0
20038,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,5.4.1.1,1010211,capital,0
20039,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.1.1.2,1010212,personnel,0
20040,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.1.3.1,1010212,personnel,0
20041,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.2.6.1,1010212,non-personnel recurrent,0
20042,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,4.8.6.1,1010212,non-personnel recurrent,0
20043,105013 State Revenue Committee adjunct to the Government of RA,1.1.2,5.1.2.2,1010212,capital,0
20044,104005 Ministry of Foreign Affairs of RA,1.1.3,4.1.1.1,1010301,personnel,0
20045,104005 Ministry of Foreign Affairs of RA,1.1.3,4.2.2.0,1010301,non-personnel recurrent,0
20046,104005 Ministry of Foreign Affairs of RA,1.1.3,4.2.2.2,1010301,non-personnel recurrent,0
20047,104005 Ministry of Foreign Affairs of RA,1.1.3,4.8.6.1,1010301,non-personnel recurrent,6691765800
20048,101002 National Assembly of RA,1.1.3,4.6.2.1,1010302,non-personnel recurrent,126752600
20049,104005 Ministry of Foreign Affairs of RA,1.1.3,4.6.2.1,1010302,non-personnel recurrent,1291213400
20050,105033 Council of Public TV and Radio Company of Armenia,1.1.3,4.6.2.1,1010302,non-personnel recurrent,31985300
20051,101001 Staff of President of RA,1.1.3,4.8.6.1,1010303,non-personnel recurrent,0
20052,101003 RA Government Staff,1.1.3,4.8.6.1,1010303,non-personnel recurrent,0
20053,102002 Judicial Department of RA,1.1.3,4.8.6.1,1010303,non-personnel recurrent,0
20054,104001 Ministry of Territorial Administration of RA,1.1.3,4.8.6.1,1010303,non-personnel recurrent,0
20055,104003 Ministry of Justice of RA,1.1.3,4.8.6.1,1010303,non-personnel recurrent,0
20056,104004 Ministry of Economy of RA,1.1.3,4.8.6.1,1010303,non-personnel recurrent,0
20057,104005 Ministry of Foreign Affairs of RA,1.1.3,4.8.6.1,1010303,non-personnel recurrent,0
20058,104006 Ministry of Nature Protection of RA,1.1.3,4.8.6.1,1010303,non-personnel recurrent,0
20059,104007 Ministry of Agriculture of RA,1.1.3,4.8.6.1,1010303,non-personnel recurrent,0
20060,104009 Ministry of Energy and Natural Resources of RA,1.1.3,4.8.6.1,1010303,non-personnel recurrent,0
20061,104010 Ministry of Education and Science of RA,1.1.3,4.8.6.1,1010303,non-personnel recurrent,0
20062,104011 Ministry of Culture of RA,1.1.3,4.8.6.1,1010303,non-personnel recurrent,0
20063,104013 Ministry of Defense of RA,1.1.3,4.8.6.1,1010303,non-personnel recurrent,0
20064,104018 Ministry of Transport and Communication of RA,1.1.3,4.8.6.1,1010303,non-personnel recurrent,0
20065,104021 Ministry of Finance of RA,1.1.3,4.8.6.1,1010303,non-personnel recurrent,0
20066,105005 RA Central Election Commission,1.1.3,4.8.6.1,1010303,non-personnel recurrent,0
20067,105017 Public Protocol Service Agency of the Ministry of Foreign Affairs of RA,1.1.3,4.8.6.1,1010303,non-personnel recurrent,0
20068,105018 National Security Service adjunct to the Government of RA,1.1.3,4.8.6.1,1010303,non-personnel recurrent,0
20069,106008 Shirak Marzpetaran,1.1.3,4.8.6.1,1010303,non-personnel recurrent,0
20070,301002 Government of RA,1.1.3,4.8.6.1,1010303,non-personnel recurrent,150000000
20071,101001 Staff of President of RA,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20072,101001 Staff of President of RA,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20073,101003 RA Government Staff,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20074,101003 RA Government Staff,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20075,102002 Judicial Department of RA,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20076,102002 Judicial Department of RA,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20077,103001 Office of Public Prosecutor of RA,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20078,103001 Office of Public Prosecutor of RA,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20079,103002 Special Investigatory Service of RA,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20080,103002 Special Investigatory Service of RA,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20081,104001 Ministry of Territorial Administration of RA,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20082,104001 Ministry of Territorial Administration of RA,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20083,104002 Ministry of Healthcare of RA,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20084,104002 Ministry of Healthcare of RA,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20085,104003 Ministry of Justice of RA,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20086,104003 Ministry of Justice of RA,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20087,104004 Ministry of Economy of RA,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20088,104004 Ministry of Economy of RA,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20089,104005 Ministry of Foreign Affairs of RA,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20090,104005 Ministry of Foreign Affairs of RA,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20091,104006 Ministry of Nature Protection of RA,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20092,104006 Ministry of Nature Protection of RA,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20093,104007 Ministry of Agriculture of RA,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20094,104007 Ministry of Agriculture of RA,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20095,104009 Ministry of Energy and Natural Resources of RA,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20096,104009 Ministry of Energy and Natural Resources of RA,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20097,104010 Ministry of Education and Science of RA,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20098,104010 Ministry of Education and Science of RA,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20099,104011 Ministry of Culture of RA,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20100,104011 Ministry of Culture of RA,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20101,104016 Ministry of Labor and Social Affairs of RA,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20102,104016 Ministry of Labor and Social Affairs of RA,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20103,104018 Ministry of Transport and Communication of RA,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20104,104018 Ministry of Transport and Communication of RA,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20105,104020 Ministry of Urban Development of RA,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20106,104020 Ministry of Urban Development of RA,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20107,104021 Ministry of Finance of RA,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20108,104021 Ministry of Finance of RA,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20109,104022 Ministry of Sport and Youth Affairs of RA,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20110,104022 Ministry of Sport and Youth Affairs of RA,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20111,104023 Ministry of Emergency Situations of RA,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20112,104023 Ministry of Emergency Situations of RA,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20113,104024 Ministry of Diaspora of RA,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20114,104024 Ministry of Diaspora of RA,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20115,105002 State Social Insurance Service of the Ministry of Labor and Social Affairs of RA,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20116,105002 State Social Insurance Service of the Ministry of Labor and Social Affairs of RA,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20117,105003 National Statistics Service of RA,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20118,105003 National Statistics Service of RA,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20119,105005 RA Central Election Commission,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20120,105005 RA Central Election Commission,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20121,105012 National Commission for TV and Radio,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20122,105012 National Commission for TV and Radio,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20123,105013 State Revenue Committee adjunct to the Government of RA,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20124,105013 State Revenue Committee adjunct to the Government of RA,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20125,105021 State Migration Service of the Ministry of Territorial Administration of RA,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20126,105021 State Migration Service of the Ministry of Territorial Administration of RA,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20127,105037 RA State Nuclear Safety Regulatory Committee by the Government,1.1.3,4.2.2.0,1010304,non-personnel recurrent,0
20128,105037 RA State Nuclear Safety Regulatory Committee by the Government,1.1.3,4.2.2.2,1010304,non-personnel recurrent,0
20129,301002 Government of RA,1.1.3,4.2.2.0,1010304,non-personnel recurrent,300000000
20130,105017 Public Protocol Service Agency of the Ministry of Foreign Affairs of RA,1.1.3,4.1.1.1,1010305,personnel,57622100
20131,105017 Public Protocol Service Agency of the Ministry of Foreign Affairs of RA,1.1.3,4.1.1.3,1010305,personnel,407300
20132,105017 Public Protocol Service Agency of the Ministry of Foreign Affairs of RA,1.1.3,4.1.3.1,1010305,personnel,7630000
20133,105017 Public Protocol Service Agency of the Ministry of Foreign Affairs of RA,1.1.3,4.2.1.4,1010305,non-personnel recurrent,9340500
20134,105017 Public Protocol Service Agency of the Ministry of Foreign Affairs of RA,1.1.3,4.2.1.5,1010305,non-personnel recurrent,80000
20135,105017 Public Protocol Service Agency of the Ministry of Foreign Affairs of RA,1.1.3,4.2.2.0,1010305,non-personnel recurrent,60000000
20136,105017 Public Protocol Service Agency of the Ministry of Foreign Affairs of RA,1.1.3,4.2.2.2,1010305,non-personnel recurrent,0
20137,105017 Public Protocol Service Agency of the Ministry of Foreign Affairs of RA,1.1.3,4.2.3.4,1010305,non-personnel recurrent,600000
20138,105017 Public Protocol Service Agency of the Ministry of Foreign Affairs of RA,1.1.3,4.2.3.7,1010305,non-personnel recurrent,6500000
20139,105017 Public Protocol Service Agency of the Ministry of Foreign Affairs of RA,1.1.3,4.2.5.2,1010305,non-personnel recurrent,1972000
20140,105017 Public Protocol Service Agency of the Ministry of Foreign Affairs of RA,1.1.3,4.2.6.1,1010305,non-personnel recurrent,1863700
20141,105017 Public Protocol Service Agency of the Ministry of Foreign Affairs of RA,1.1.3,4.2.6.4,1010305,non-personnel recurrent,5131300
20142,105017 Public Protocol Service Agency of the Ministry of Foreign Affairs of RA,1.1.3,4.8.2.0,1010305,non-personnel recurrent,22000
20143,105017 Public Protocol Service Agency of the Ministry of Foreign Affairs of RA,1.1.3,4.8.2.3,1010305,non-personnel recurrent,0
20144,104005 Ministry of Foreign Affairs of RA,1.1.3,4.1.1.1,1010306,personnel,538671800
20145,104005 Ministry of Foreign Affairs of RA,1.1.3,4.1.1.3,1010306,personnel,3230900
20146,104005 Ministry of Foreign Affairs of RA,1.1.3,4.1.3.1,1010306,personnel,64391400
20147,104005 Ministry of Foreign Affairs of RA,1.1.3,4.2.1.2,1010306,non-personnel recurrent,21736500
20148,104005 Ministry of Foreign Affairs of RA,1.1.3,4.2.1.3,1010306,non-personnel recurrent,297700
20149,104005 Ministry of Foreign Affairs of RA,1.1.3,4.2.1.4,1010306,non-personnel recurrent,67451000
20150,104005 Ministry of Foreign Affairs of RA,1.1.3,4.2.1.5,1010306,non-personnel recurrent,440000
20151,104005 Ministry of Foreign Affairs of RA,1.1.3,4.2.2.0,1010306,non-personnel recurrent,93246600
20152,104005 Ministry of Foreign Affairs of RA,1.1.3,4.2.2.2,1010306,non-personnel recurrent,0
20153,104005 Ministry of Foreign Affairs of RA,1.1.3,4.2.3.4,1010306,non-personnel recurrent,26768700
20154,104005 Ministry of Foreign Affairs of RA,1.1.3,4.2.5.2,1010306,non-personnel recurrent,2800000
20155,104005 Ministry of Foreign Affairs of RA,1.1.3,4.2.6.1,1010306,non-personnel recurrent,8793000
20156,104005 Ministry of Foreign Affairs of RA,1.1.3,4.2.6.4,1010306,non-personnel recurrent,11279000
20157,104005 Ministry of Foreign Affairs of RA,1.1.3,4.2.6.7,1010306,non-personnel recurrent,1396100
20158,104005 Ministry of Foreign Affairs of RA,1.1.3,4.8.2.0,1010306,non-personnel recurrent,121000
20159,104005 Ministry of Foreign Affairs of RA,1.1.3,4.8.2.3,1010306,non-personnel recurrent,0
20160,104005 Ministry of Foreign Affairs of RA,1.1.3,5.1.1.1,1010307,capital,33692700
20161,104021 Ministry of Finance of RA,1.1.3,4.2.3.9,1010308,non-personnel recurrent,69255500
20162,104005 Ministry of Foreign Affairs of RA,1.1.3,4.8.6.1,1010309,non-personnel recurrent,0
20163,104005 Ministry of Foreign Affairs of RA,1.1.3,5.1.2.1,1010309,capital,0
20164,104005 Ministry of Foreign Affairs of RA,1.1.3,5.1.2.2,1010309,capital,0
20165,105007 Civil Service Council of RA,1.3.1,4.1.1.1,1030101,personnel,121800300
20166,105007 Civil Service Council of RA,1.3.1,4.1.1.3,1030101,personnel,7434700
20167,105007 Civil Service Council of RA,1.3.1,4.1.3.1,1030101,personnel,19147100
20168,105007 Civil Service Council of RA,1.3.1,4.2.1.2,1030101,non-personnel recurrent,6718200
20169,105007 Civil Service Council of RA,1.3.1,4.2.1.3,1030101,non-personnel recurrent,324700
20170,105007 Civil Service Council of RA,1.3.1,4.2.1.4,1030101,non-personnel recurrent,6800000
20171,105007 Civil Service Council of RA,1.3.1,4.2.1.5,1030101,non-personnel recurrent,200000
20172,105007 Civil Service Council of RA,1.3.1,4.2.2.0,1030101,non-personnel recurrent,1676400
20173,105007 Civil Service Council of RA,1.3.1,4.2.2.1,1030101,non-personnel recurrent,0
20174,105007 Civil Service Council of RA,1.3.1,4.2.3.2,1030101,non-personnel recurrent,3200000
20175,105007 Civil Service Council of RA,1.3.1,4.2.3.4,1030101,non-personnel recurrent,6100000
20176,105007 Civil Service Council of RA,1.3.1,4.2.3.6,1030101,non-personnel recurrent,100000
20177,105007 Civil Service Council of RA,1.3.1,4.2.3.7,1030101,non-personnel recurrent,500000
20178,105007 Civil Service Council of RA,1.3.1,4.2.3.9,1030101,non-personnel recurrent,900000
20179,105007 Civil Service Council of RA,1.3.1,4.2.4.1,1030101,non-personnel recurrent,126000
20180,105007 Civil Service Council of RA,1.3.1,4.2.5.1,1030101,non-personnel recurrent,1050000
20181,105007 Civil Service Council of RA,1.3.1,4.2.5.2,1030101,non-personnel recurrent,2700000
20182,105007 Civil Service Council of RA,1.3.1,4.2.6.1,1030101,non-personnel recurrent,3678700
20183,105007 Civil Service Council of RA,1.3.1,4.2.6.4,1030101,non-personnel recurrent,5020000
20184,105007 Civil Service Council of RA,1.3.1,4.2.6.7,1030101,non-personnel recurrent,482100
20185,105007 Civil Service Council of RA,1.3.1,4.2.6.9,1030101,non-personnel recurrent,320000
20186,105007 Civil Service Council of RA,1.3.1,4.8.2.0,1030101,non-personnel recurrent,80000
20187,105007 Civil Service Council of RA,1.3.1,4.8.2.3,1030101,non-personnel recurrent,0
20188,105007 Civil Service Council of RA,1.3.1,4.1.1.1,1030102,personnel,50040000
20189,105007 Civil Service Council of RA,1.3.1,4.1.3.1,1030102,personnel,10800000
20190,104003 Ministry of Justice of RA,1.3.1,4.7.2.9,1030103,non-personnel recurrent,148580200
20191,105003 National Statistics Service of RA,1.3.2,4.1.1.1,1030201,personnel,428225900
20192,105003 National Statistics Service of RA,1.3.2,4.1.1.3,1030201,personnel,38356800
20193,105003 National Statistics Service of RA,1.3.2,4.1.3.1,1030201,personnel,77892800
20194,105003 National Statistics Service of RA,1.3.2,4.2.1.2,1030201,non-personnel recurrent,16615200
20195,105003 National Statistics Service of RA,1.3.2,4.2.1.3,1030201,non-personnel recurrent,1402000
20196,105003 National Statistics Service of RA,1.3.2,4.2.1.4,1030201,non-personnel recurrent,21019600
20197,105003 National Statistics Service of RA,1.3.2,4.2.1.5,1030201,non-personnel recurrent,427000
20198,105003 National Statistics Service of RA,1.3.2,4.2.1.6,1030201,non-personnel recurrent,5800000
20199,105003 National Statistics Service of RA,1.3.2,4.2.2.0,1030201,non-personnel recurrent,9112400
20200,105003 National Statistics Service of RA,1.3.2,4.2.2.1,1030201,non-personnel recurrent,0
20201,105003 National Statistics Service of RA,1.3.2,4.2.3.2,1030201,non-personnel recurrent,431000
20202,105003 National Statistics Service of RA,1.3.2,4.2.3.4,1030201,non-personnel recurrent,498600
20203,105003 National Statistics Service of RA,1.3.2,4.2.3.7,1030201,non-personnel recurrent,640000
20204,105003 National Statistics Service of RA,1.3.2,4.2.3.9,1030201,non-personnel recurrent,1768000
20205,105003 National Statistics Service of RA,1.3.2,4.2.4.1,1030201,non-personnel recurrent,0
20206,105003 National Statistics Service of RA,1.3.2,4.2.5.1,1030201,non-personnel recurrent,560000
20207,105003 National Statistics Service of RA,1.3.2,4.2.5.2,1030201,non-personnel recurrent,3096200
20208,105003 National Statistics Service of RA,1.3.2,4.2.6.1,1030201,non-personnel recurrent,9463300
20209,105003 National Statistics Service of RA,1.3.2,4.2.6.4,1030201,non-personnel recurrent,15751200
20210,105003 National Statistics Service of RA,1.3.2,4.2.6.7,1030201,non-personnel recurrent,173800
20211,105003 National Statistics Service of RA,1.3.2,4.8.2.0,1030201,non-personnel recurrent,230000
20212,105003 National Statistics Service of RA,1.3.2,4.8.2.3,1030201,non-personnel recurrent,0
20213,105003 National Statistics Service of RA,1.3.2,4.1.1.1,1030202,personnel,190654800
20214,105003 National Statistics Service of RA,1.3.2,4.1.3.1,1030202,personnel,50678200
20215,105003 National Statistics Service of RA,1.3.2,4.2.1.2,1030202,non-personnel recurrent,3700000
20216,105003 National Statistics Service of RA,1.3.2,4.2.1.3,1030202,non-personnel recurrent,110000
20217,105003 National Statistics Service of RA,1.3.2,4.2.1.4,1030202,non-personnel recurrent,3285000
20218,105003 National Statistics Service of RA,1.3.2,4.2.1.5,1030202,non-personnel recurrent,137000
20219,105003 National Statistics Service of RA,1.3.2,4.2.2.0,1030202,non-personnel recurrent,6227000
20220,105003 National Statistics Service of RA,1.3.2,4.2.2.1,1030202,non-personnel recurrent,0
20221,105003 National Statistics Service of RA,1.3.2,4.2.3.4,1030202,non-personnel recurrent,27823500
20222,105003 National Statistics Service of RA,1.3.2,4.2.3.7,1030202,non-personnel recurrent,980000
20223,105003 National Statistics Service of RA,1.3.2,4.2.5.2,1030202,non-personnel recurrent,1021100
20224,105003 National Statistics Service of RA,1.3.2,4.2.6.1,1030202,non-personnel recurrent,2400000
20225,105003 National Statistics Service of RA,1.3.2,4.2.6.4,1030202,non-personnel recurrent,2600000
20226,105003 National Statistics Service of RA,1.3.2,4.7.2.9,1030202,non-personnel recurrent,7776000
20227,105003 National Statistics Service of RA,1.3.2,4.8.2.0,1030202,non-personnel recurrent,56000
20228,105003 National Statistics Service of RA,1.3.2,4.8.2.3,1030202,non-personnel recurrent,0
20229,104004 Ministry of Economy of RA,1.3.2,4.6.3.9,1030203,non-personnel recurrent,80000000
20230,105003 National Statistics Service of RA,1.3.2,4.1.1.1,1030204,personnel,40324800
20231,105003 National Statistics Service of RA,1.3.2,4.1.3.1,1030204,personnel,20498200
20232,105003 National Statistics Service of RA,1.3.2,4.2.1.2,1030204,non-personnel recurrent,1233000
20233,105003 National Statistics Service of RA,1.3.2,4.2.1.3,1030204,non-personnel recurrent,188000
20234,105003 National Statistics Service of RA,1.3.2,4.2.1.4,1030204,non-personnel recurrent,870000
20235,105003 National Statistics Service of RA,1.3.2,4.2.1.5,1030204,non-personnel recurrent,110000
20236,105003 National Statistics Service of RA,1.3.2,4.2.1.6,1030204,non-personnel recurrent,7762000
20237,105003 National Statistics Service of RA,1.3.2,4.8.2.0,1030204,non-personnel recurrent,33000
20238,105003 National Statistics Service of RA,1.3.2,4.8.2.3,1030204,non-personnel recurrent,0
20239,105003 National Statistics Service of RA,1.3.2,4.1.3.1,1030205,personnel,0
20240,105003 National Statistics Service of RA,1.3.2,4.2.4.1,1030205,non-personnel recurrent,0
20241,105003 National Statistics Service of RA,1.3.2,4.2.6.1,1030205,non-personnel recurrent,0
20242,105003 National Statistics Service of RA,1.3.2,5.1.2.2,1030205,capital,0
20243,105003 National Statistics Service of RA,1.3.2,4.1.1.1,1030206,personnel,0
20244,105003 National Statistics Service of RA,1.3.2,4.2.1.2,1030206,non-personnel recurrent,0
20245,105003 National Statistics Service of RA,1.3.2,4.2.1.4,1030206,non-personnel recurrent,0
20246,105003 National Statistics Service of RA,1.3.2,4.2.1.6,1030206,non-personnel recurrent,0
20247,105003 National Statistics Service of RA,1.3.2,4.2.2.0,1030206,non-personnel recurrent,0
20248,105003 National Statistics Service of RA,1.3.2,4.2.6.1,1030206,non-personnel recurrent,0
20249,105003 National Statistics Service of RA,1.3.2,4.2.6.4,1030206,non-personnel recurrent,0
20250,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.3.3,4.1.1.1,1030301,personnel,152985100
20251,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.3.3,4.1.1.3,1030301,personnel,12552900
20252,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.3.3,4.1.1.5,1030301,personnel,16964200
20253,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.3.3,4.1.3.1,1030301,personnel,27799800
20254,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.3.3,4.2.1.2,1030301,non-personnel recurrent,7370000
20255,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.3.3,4.2.1.3,1030301,non-personnel recurrent,320900
20256,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.3.3,4.2.1.4,1030301,non-personnel recurrent,7770100
20257,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.3.3,4.2.1.5,1030301,non-personnel recurrent,160000
20258,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.3.3,4.2.1.6,1030301,non-personnel recurrent,81298000
20259,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.3.3,4.2.2.0,1030301,non-personnel recurrent,2316000
20260,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.3.3,4.2.2.1,1030301,non-personnel recurrent,0
20261,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.3.3,4.2.3.2,1030301,non-personnel recurrent,100000
20262,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.3.3,4.2.3.4,1030301,non-personnel recurrent,350000
20263,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.3.3,4.2.3.7,1030301,non-personnel recurrent,300000
